state,dateweek,candidate_name,pct_estimate_mean,pct_trend_adjusted_mean
Colorado,19,Donald Trump,37.49109,37.16080571428571
California,19,Donald Trump,32.86988571428571,32.08067571428572
Arizona,19,Donald Trump,45.60876142857143,45.15310571428571
Alabama,19,Donald Trump,59.12978142857143,58.173768571428575
Wisconsin,20,Joseph R. Biden Jr.,48.073454285714284,48.11930285714285
West Virginia,20,Joseph R. Biden Jr.,30.993304285714284,30.987868571428574
Washington,20,Joseph R. Biden Jr.,56.253841428571434,55.97540428571428
Virginia,20,Joseph R. Biden Jr.,49.17203428571429,49.16898571428572
Utah,20,Joseph R. Biden Jr.,37.10108714285714,37.01218714285715
Texas,20,Joseph R. Biden Jr.,45.729105714285716,45.47803714285715
Tennessee,20,Joseph R. Biden Jr.,37.96429714285715,37.78219428571429
South Carolina,20,Joseph R. Biden Jr.,41.678625714285715,41.472677142857144
Pennsylvania,20,Joseph R. Biden Jr.,48.818305714285714,48.75581142857143
Oklahoma,20,Joseph R. Biden Jr.,33.81537285714286,33.616142857142854
Ohio,20,Joseph R. Biden Jr.,48.54962142857143,48.59410857142857
North Dakota,20,Joseph R. Biden Jr.,37.95964571428571,38.115571428571435
North Carolina,20,Joseph R. Biden Jr.,47.617444285714285,47.562267142857145
New York,20,Joseph R. Biden Jr.,59.00720714285713,58.958209999999994
New Mexico,20,Joseph R. Biden Jr.,53.59408857142857,53.47936142857143
New Jersey,20,Joseph R. Biden Jr.,55.124482857142844,55.06733571428572
New Hampshire,20,Joseph R. Biden Jr.,49.108947142857154,49.11665999999999
Nevada,20,Joseph R. Biden Jr.,46.82504285714286,46.35523285714286
National,20,Joseph R. Biden Jr.,49.21307,49.18052285714286
NE-2,20,Joseph R. Biden Jr.,49.461800000000004,49.565624285714286
Montana,20,Joseph R. Biden Jr.,36.87290714285714,36.93252
Missouri,20,Joseph R. Biden Jr.,42.60356428571429,42.46040428571428
Mississippi,20,Joseph R. Biden Jr.,40.028844285714285,39.97009142857143
Michigan,20,Joseph R. Biden Jr.,49.579922857142854,49.549934285714286
Massachusetts,20,Joseph R. Biden Jr.,62.71282857142858,62.59400571428572
Maryland,20,Joseph R. Biden Jr.,59.988054285714284,59.69226857142856
Maine,20,Joseph R. Biden Jr.,52.17670142857143,52.50590857142857
Kentucky,20,Joseph R. Biden Jr.,39.17696333333333,39.15683000000001
Kansas,20,Joseph R. Biden Jr.,41.31757285714286,41.144420000000004
Iowa,20,Joseph R. Biden Jr.,44.755851428571425,44.94066571428572
Indiana,20,Joseph R. Biden Jr.,39.15016285714285,39.241615714285714
Georgia,20,Joseph R. Biden Jr.,45.756061428571435,45.606724285714286
Florida,20,Joseph R. Biden Jr.,47.90005428571429,47.92181
Delaware,20,Joseph R. Biden Jr.,55.88785142857142,55.37216
Connecticut,20,Joseph R. Biden Jr.,54.40839857142857,54.44664571428571
Colorado,20,Joseph R. Biden Jr.,52.946305714285714,52.94593714285714
California,20,Joseph R. Biden Jr.,61.747580000000006,61.963440000000006
Arizona,20,Joseph R. Biden Jr.,47.875702857142855,47.691871428571424
Alabama,20,Joseph R. Biden Jr.,38.43272714285714,38.30991571428571
Wisconsin,20,Donald Trump,43.49800571428572,43.52324142857143
West Virginia,20,Donald Trump,65.98943428571428,65.03773714285714
Washington,20,Donald Trump,36.704814285714285,36.25993857142857
Virginia,20,Donald Trump,42.166738571428574,41.64536714285714
Utah,20,Donald Trump,48.26784428571428,48.126740000000005
Texas,20,Donald Trump,49.08949857142858,48.575048571428574
Tennessee,20,Donald Trump,54.72263,54.07266428571428
South Carolina,20,Donald Trump,51.103292857142854,50.054787142857144
Pennsylvania,20,Donald Trump,44.096439999999994,44.20504571428571
Oklahoma,20,Donald Trump,60.02825000000001,59.098734285714286
Ohio,20,Donald Trump,48.58768857142858,48.41860857142858
North Dakota,20,Donald Trump,56.052044285714274,54.72823
North Carolina,20,Donald Trump,45.86588285714286,45.975134285714276
New York,20,Donald Trump,33.19767857142857,33.06321857142857
New Mexico,20,Donald Trump,43.70356142857143,43.29395285714286
New Jersey,20,Donald Trump,36.22383142857143,36.030415714285716
New Hampshire,20,Donald Trump,44.99178142857143,43.81630571428571
Nevada,20,Donald Trump,42.57546285714286,42.24909571428571
National,20,Donald Trump,43.69700285714284,43.73759
NE-2,20,Donald Trump,43.47356428571429,43.57099571428571
Montana,20,Donald Trump,50.52584714285714,49.83611285714285
Missouri,20,Donald Trump,50.754072857142845,49.443631428571436
Mississippi,20,Donald Trump,53.51596857142857,53.09322142857143
Michigan,20,Donald Trump,42.19126,42.23705
Massachusetts,20,Donald Trump,32.44174857142857,32.52773857142857
Maryland,20,Donald Trump,34.98673,33.69370142857143
Maine,20,Donald Trump,42.62050714285714,41.21756285714286
Kentucky,20,Donald Trump,55.633273333333335,55.58304666666667
Kansas,20,Donald Trump,52.63586285714286,51.78125142857142
Iowa,20,Donald Trump,49.026981428571425,48.148514285714285
Indiana,20,Donald Trump,52.01603142857143,52.06032
Georgia,20,Donald Trump,46.84823857142857,46.78599142857143
Florida,20,Donald Trump,45.189498571428565,45.25065428571428
Delaware,20,Donald Trump,40.186260000000004,38.91154714285714
Connecticut,20,Donald Trump,34.74547714285714,34.66007428571429
Colorado,20,Donald Trump,39.03731,38.88267142857143
California,20,Donald Trump,33.647,33.22277428571429
Arizona,20,Donald Trump,45.22826142857143,44.79600142857144
Alabama,20,Donald Trump,59.13970428571429,58.224331428571425
Wisconsin,21,Joseph R. Biden Jr.,48.089220000000005,47.999565714285716
West Virginia,21,Joseph R. Biden Jr.,30.98702142857143,30.893607142857146
Washington,21,Joseph R. Biden Jr.,57.088188571428574,56.90367
Virginia,21,Joseph R. Biden Jr.,49.515255714285715,49.43736142857143
Utah,21,Joseph R. Biden Jr.,37.91009857142857,37.803532857142855
Texas,21,Joseph R. Biden Jr.,45.74482,45.35489571428571
Tennessee,21,Joseph R. Biden Jr.,38.87686,38.60244857142857
South Carolina,21,Joseph R. Biden Jr.,41.70246714285714,41.29613571428572
Pennsylvania,21,Joseph R. Biden Jr.,48.596090000000004,48.450787142857145
Oklahoma,21,Joseph R. Biden Jr.,33.82416285714286,33.46002285714286
Ohio,21,Joseph R. Biden Jr.,48.57196571428572,48.49720142857144
North Dakota,21,Joseph R. Biden Jr.,37.95253,37.97202285714286
North Carolina,21,Joseph R. Biden Jr.,46.788515714285715,46.63860999999999
New York,21,Joseph R. Biden Jr.,58.52175714285715,58.36383
New Mexico,21,Joseph R. Biden Jr.,53.59679,53.33403857142857
New Jersey,21,Joseph R. Biden Jr.,55.14254,54.92558285714286
New Hampshire,21,Joseph R. Biden Jr.,49.12770285714286,48.98417142857143
Nevada,21,Joseph R. Biden Jr.,46.84292714285714,46.20787
National,21,Joseph R. Biden Jr.,49.07242,49.03904285714285
NE-2,21,Joseph R. Biden Jr.,49.45487428571429,49.49377285714286
Montana,21,Joseph R. Biden Jr.,36.866194285714286,36.75522
Missouri,21,Joseph R. Biden Jr.,42.59660999999999,42.301318571428574
Mississippi,21,Joseph R. Biden Jr.,40.04206,39.80750142857142
Minnesota,21,Joseph R. Biden Jr.,49.745314,49.825596
Michigan,21,Joseph R. Biden Jr.,49.581517142857145,49.49055571428572
Massachusetts,21,Joseph R. Biden Jr.,62.73480571428571,62.46384142857143
Maryland,21,Joseph R. Biden Jr.,59.86047428571429,59.47671999999999
Maine,21,Joseph R. Biden Jr.,52.15758714285714,52.305141428571424
Kentucky,21,Joseph R. Biden Jr.,39.05985285714286,39.09675285714285
Kansas,21,Joseph R. Biden Jr.,41.31551142857143,41.000047142857134
Iowa,21,Joseph R. Biden Jr.,44.76472142857142,44.80431857142857
Indiana,21,Joseph R. Biden Jr.,39.110338571428564,39.04593714285714
Georgia,21,Joseph R. Biden Jr.,46.22774714285715,46.09168714285715
Florida,21,Joseph R. Biden Jr.,47.848881428571424,47.81281571428572
Delaware,21,Joseph R. Biden Jr.,55.88307857142858,55.233792857142866
Connecticut,21,Joseph R. Biden Jr.,54.42589142857143,54.307344285714294
Colorado,21,Joseph R. Biden Jr.,52.95637285714286,52.81155142857143
California,21,Joseph R. Biden Jr.,61.12927428571429,61.10190285714285
Arizona,21,Joseph R. Biden Jr.,47.57230285714286,47.280722857142855
Alabama,21,Joseph R. Biden Jr.,38.44836,38.19766
Wisconsin,21,Donald Trump,43.07825857142858,42.798399999999994
West Virginia,21,Donald Trump,65.99704999999999,64.63006
Washington,21,Donald Trump,35.362275714285715,34.88409571428571
Virginia,21,Donald Trump,41.85529428571429,41.03263
Utah,21,Donald Trump,47.20049,46.62165000000001
Texas,21,Donald Trump,49.10189428571429,48.11308285714286
Tennessee,21,Donald Trump,54.18708142857143,53.42066999999999
South Carolina,21,Donald Trump,51.121410000000004,49.73378
Pennsylvania,21,Donald Trump,44.02936571428571,43.793975714285715
Oklahoma,21,Donald Trump,60.04105285714286,58.757525714285705
Ohio,21,Donald Trump,48.60489714285715,48.11501142857143
North Dakota,21,Donald Trump,56.05993285714286,54.35018142857143
North Carolina,21,Donald Trump,45.49021714285714,45.34589428571428
New York,21,Donald Trump,33.35258714285714,32.89160428571429
New Mexico,21,Donald Trump,43.704707142857146,42.70714714285714
New Jersey,21,Donald Trump,36.25067428571428,35.62997000000001
New Hampshire,21,Donald Trump,45.00802142857143,43.33377142857143
Nevada,21,Donald Trump,42.59531285714286,41.676817142857146
National,21,Donald Trump,43.27524428571429,43.16290285714285
NE-2,21,Donald Trump,43.48145857142856,43.349528571428564
Montana,21,Donald Trump,50.53387714285715,49.48245000000001
Missouri,21,Donald Trump,50.76210142857143,49.01806285714286
Mississippi,21,Donald Trump,53.528757142857145,52.79926714285714
Minnesota,21,Donald Trump,45.205458,45.224004
Michigan,21,Donald Trump,43.10361999999999,42.90662857142858
Massachusetts,21,Donald Trump,32.45767714285715,32.238531428571434
Maryland,21,Donald Trump,35.03458714285714,33.49883714285714
Maine,21,Donald Trump,42.60484285714286,40.833124285714284
Kentucky,21,Donald Trump,55.55778857142857,55.50107428571429
Kansas,21,Donald Trump,52.63721999999999,51.336571428571425
Iowa,21,Donald Trump,49.03604428571429,47.74291714285714
Indiana,21,Donald Trump,51.47718142857142,51.16632428571429
Georgia,21,Donald Trump,47.41601571428571,47.12949428571428
Florida,21,Donald Trump,45.003409999999995,44.782805714285715
Delaware,21,Donald Trump,40.19354,38.38776714285715
Connecticut,21,Donald Trump,34.773064285714284,34.227607142857146
Colorado,21,Donald Trump,39.05051142857143,38.452764285714295
California,21,Donald Trump,33.09516857142857,32.31016857142857
Arizona,21,Donald Trump,45.09784714285714,44.272912857142856
Alabama,21,Donald Trump,59.15287428571429,57.91907857142858
Wisconsin,22,Joseph R. Biden Jr.,47.971674285714286,47.7671857142857
West Virginia,22,Joseph R. Biden Jr.,30.994940000000003,30.810550000000006
Washington,22,Joseph R. Biden Jr.,57.37303571428572,57.18993571428571
Virginia,22,Joseph R. Biden Jr.,49.509121428571426,49.303465714285714
Utah,22,Joseph R. Biden Jr.,37.90117285714286,37.69010714285714
Texas,22,Joseph R. Biden Jr.,45.71310714285715,45.19485428571428
Tennessee,22,Joseph R. Biden Jr.,40.05330285714286,39.76517857142857
South Carolina,22,Joseph R. Biden Jr.,42.01473571428571,41.65658285714286
Pennsylvania,22,Joseph R. Biden Jr.,48.49579714285715,48.23881714285715
Oklahoma,22,Joseph R. Biden Jr.,33.81084285714285,33.325875714285715
Ohio,22,Joseph R. Biden Jr.,48.531774285714285,48.32986714285714
North Dakota,22,Joseph R. Biden Jr.,37.96138428571428,37.87222142857143
North Carolina,22,Joseph R. Biden Jr.,46.21672,45.97391571428572
New York,22,Joseph R. Biden Jr.,58.10893857142857,57.888775714285714
New Mexico,22,Joseph R. Biden Jr.,53.56062857142858,53.16715428571428
New Jersey,22,Joseph R. Biden Jr.,55.10333571428572,54.766681428571424
New Hampshire,22,Joseph R. Biden Jr.,49.09748285714286,48.820187142857144
Nevada,22,Joseph R. Biden Jr.,46.814351428571435,46.03919571428572
National,22,Joseph R. Biden Jr.,48.93123571428571,48.917822857142845
NE-2,22,Joseph R. Biden Jr.,49.46401000000001,49.37487
Montana,22,Joseph R. Biden Jr.,36.87486571428571,36.63575428571429
Missouri,22,Joseph R. Biden Jr.,42.91557857142857,42.615382857142855
Mississippi,22,Joseph R. Biden Jr.,40.027232857142856,39.65392285714285
Minnesota,22,Joseph R. Biden Jr.,49.719997142857146,49.784235714285714
Michigan,22,Joseph R. Biden Jr.,49.58606857142858,49.42676285714286
Massachusetts,22,Joseph R. Biden Jr.,62.69636285714285,62.31624142857142
Maryland,22,Joseph R. Biden Jr.,59.567277142857144,59.285237142857135
Maine,22,Joseph R. Biden Jr.,52.12716285714286,52.12783999999999
Kentucky,22,Joseph R. Biden Jr.,38.469434285714286,38.50085857142857
Kansas,22,Joseph R. Biden Jr.,41.28335857142857,40.84589571428571
Iowa,22,Joseph R. Biden Jr.,44.74088571428571,44.658770000000004
Indiana,22,Joseph R. Biden Jr.,39.02671857142857,38.95816428571428
Georgia,22,Joseph R. Biden Jr.,45.91757142857142,45.765742857142854
Florida,22,Joseph R. Biden Jr.,47.77092285714286,47.675155714285715
Delaware,22,Joseph R. Biden Jr.,55.89731,55.124857142857145
Connecticut,22,Joseph R. Biden Jr.,54.38397428571428,54.151695714285715
Colorado,22,Joseph R. Biden Jr.,52.940671428571434,52.66803
California,22,Joseph R. Biden Jr.,60.37836142857143,60.16066714285714
Arizona,22,Joseph R. Biden Jr.,47.44320857142857,47.05478
Alabama,22,Joseph R. Biden Jr.,38.43079571428571,38.07913571428571
Wisconsin,22,Donald Trump,43.193441428571425,42.829617142857145
West Virginia,22,Donald Trump,65.99996857142858,64.55260857142856
Washington,22,Donald Trump,35.30597,34.809512857142856
Virginia,22,Donald Trump,41.86760857142857,40.92803714285714
Utah,22,Donald Trump,47.21798571428571,46.50964857142857
Texas,22,Donald Trump,49.126952857142854,48.02012857142857
Tennessee,22,Donald Trump,53.47918142857143,52.93544857142857
South Carolina,22,Donald Trump,51.81600428571429,50.84525285714286
Pennsylvania,22,Donald Trump,44.206855714285716,43.887747142857144
Oklahoma,22,Donald Trump,60.05793714285714,58.709765714285716
Ohio,22,Donald Trump,48.636399999999995,48.07496714285715
North Dakota,22,Donald Trump,56.062625714285716,54.291815714285704
North Carolina,22,Donald Trump,45.42568857142857,45.225272857142855
New York,22,Donald Trump,33.47852,32.98383142857143
New Mexico,22,Donald Trump,43.720491428571435,42.59428142857143
New Jersey,22,Donald Trump,36.28127428571428,35.566692857142854
New Hampshire,22,Donald Trump,45.03479714285714,43.28389857142857
Nevada,22,Donald Trump,42.62253714285714,41.56954285714286
National,22,Donald Trump,43.23816,43.11410285714286
NE-2,22,Donald Trump,43.484497142857144,43.22060857142857
Montana,22,Donald Trump,50.5369,49.42737428571428
Missouri,22,Donald Trump,50.144802857142864,48.74228
Mississippi,22,Donald Trump,53.54674571428571,52.75834285714286
Minnesota,22,Donald Trump,45.23672,45.169114285714286
Michigan,22,Donald Trump,43.26064428571429,42.99936
Massachusetts,22,Donald Trump,32.487005714285715,32.188565714285716
Maryland,22,Donald Trump,35.13830142857143,34.16386714285714
Maine,22,Donald Trump,42.609498571428574,40.803798571428565
Kentucky,22,Donald Trump,55.25906000000001,55.211180000000006
Kansas,22,Donald Trump,52.656081428571426,51.27048857142857
Iowa,22,Donald Trump,49.055192857142856,47.69366
Indiana,22,Donald Trump,50.31431285714286,50.05556
Georgia,22,Donald Trump,46.86394285714285,46.64923571428572
Florida,22,Donald Trump,45.222837142857145,44.968160000000005
Delaware,22,Donald Trump,40.19519285714286,38.27325142857143
Connecticut,22,Donald Trump,34.80747142857143,34.15125714285715
Colorado,22,Donald Trump,39.0683,38.329815714285715
California,22,Donald Trump,33.09032714285714,32.29350857142857
Arizona,22,Donald Trump,45.16847285714285,44.29407142857143
Alabama,22,Donald Trump,59.17251,57.87417428571428
Wisconsin,23,Joseph R. Biden Jr.,48.021101428571434,48.16063571428572
West Virginia,23,Joseph R. Biden Jr.,30.98942142857143,31.192534285714288
Washington,23,Joseph R. Biden Jr.,57.35034,57.61588857142857
Virginia,23,Joseph R. Biden Jr.,49.491395714285716,49.76562428571429
Utah,23,Joseph R. Biden Jr.,37.88254857142857,38.06153857142857
Texas,23,Joseph R. Biden Jr.,45.780078571428575,45.863598571428575
Tennessee,23,Joseph R. Biden Jr.,40.01393857142857,40.09167
South Carolina,23,Joseph R. Biden Jr.,42.03568571428572,41.98465142857143
Pennsylvania,23,Joseph R. Biden Jr.,47.92138285714286,48.057315714285714
Oklahoma,23,Joseph R. Biden Jr.,34.39066,34.25004285714286
Ohio,23,Joseph R. Biden Jr.,47.70523857142857,47.839397142857145
North Dakota,23,Joseph R. Biden Jr.,37.95430285714286,38.18452142857143
North Carolina,23,Joseph R. Biden Jr.,46.612071428571426,46.68796428571428
New York,23,Joseph R. Biden Jr.,58.07020000000001,58.254165714285705
New Mexico,23,Joseph R. Biden Jr.,53.505804285714284,53.669641428571424
New Jersey,23,Joseph R. Biden Jr.,55.061845714285724,55.174481428571426
New Hampshire,23,Joseph R. Biden Jr.,49.05948571428571,49.22673571428571
Nevada,23,Joseph R. Biden Jr.,46.78291285714287,46.543771428571425
National,23,Joseph R. Biden Jr.,49.325445714285706,49.4559
NE-2,23,Joseph R. Biden Jr.,49.45804285714285,49.868494285714284
Montana,23,Joseph R. Biden Jr.,36.86920142857143,36.98406714285714
Missouri,23,Joseph R. Biden Jr.,43.03373714285714,43.08600714285715
Mississippi,23,Joseph R. Biden Jr.,40.00227857142857,39.95353
Minnesota,23,Joseph R. Biden Jr.,49.67876714285713,50.07174428571428
Michigan,23,Joseph R. Biden Jr.,49.807311428571424,49.955205714285704
Massachusetts,23,Joseph R. Biden Jr.,62.650729999999996,62.677024285714275
Maryland,23,Joseph R. Biden Jr.,59.56150285714286,59.62759714285714
Maine,23,Joseph R. Biden Jr.,52.081024285714285,52.52373428571429
Kentucky,23,Joseph R. Biden Jr.,38.436802857142865,38.73936857142858
Kansas,23,Joseph R. Biden Jr.,40.96792,41.02261714285714
Iowa,23,Joseph R. Biden Jr.,44.93098,45.24980571428572
Indiana,23,Joseph R. Biden Jr.,39.03310571428572,39.25390142857143
Georgia,23,Joseph R. Biden Jr.,45.782398571428566,45.97709142857143
Florida,23,Joseph R. Biden Jr.,47.839231428571416,48.079255714285715
Delaware,23,Joseph R. Biden Jr.,55.89158714285714,55.624762857142855
Connecticut,23,Joseph R. Biden Jr.,54.383314285714285,54.64789285714286
Colorado,23,Joseph R. Biden Jr.,52.91633857142858,53.21195
California,23,Joseph R. Biden Jr.,60.24875571428571,60.33694714285714
Arizona,23,Joseph R. Biden Jr.,46.67772142857143,46.821214285714284
Alabama,23,Joseph R. Biden Jr.,38.40369857142857,38.37631428571429
Wisconsin,23,Donald Trump,43.16559428571429,43.06461714285714
West Virginia,23,Donald Trump,66.00067857142857,64.61532
Washington,23,Donald Trump,35.313971428571435,34.96136428571428
Virginia,23,Donald Trump,41.875414285714285,41.11726142857143
Utah,23,Donald Trump,47.23709285714286,46.64962142857142
Texas,23,Donald Trump,48.21856285714286,47.88238428571428
Tennessee,23,Donald Trump,53.49645857142857,53.07175999999999
South Carolina,23,Donald Trump,51.94443857142858,51.11093857142856
Pennsylvania,23,Donald Trump,45.199180000000005,45.06923999999999
Oklahoma,23,Donald Trump,58.93890142857142,57.94485142857143
Ohio,23,Donald Trump,47.29525,46.94828142857143
North Dakota,23,Donald Trump,56.06364428571428,54.353269999999995
North Carolina,23,Donald Trump,45.44949285714284,45.37916571428572
New York,23,Donald Trump,33.50362857142857,33.16744571428571
New Mexico,23,Donald Trump,43.71113428571429,42.743992857142864
New Jersey,23,Donald Trump,36.31080285714285,35.79949571428572
New Hampshire,23,Donald Trump,45.046597142857145,43.53712714285714
Nevada,23,Donald Trump,42.64543857142858,41.737345714285716
National,23,Donald Trump,42.98984714285714,42.99572285714286
NE-2,23,Donald Trump,43.48507428571428,43.46466714285714
Montana,23,Donald Trump,50.537502857142854,49.559734285714285
Missouri,23,Donald Trump,49.897270000000006,48.75431714285714
Mississippi,23,Donald Trump,53.55928142857143,52.82198428571428
Minnesota,23,Donald Trump,45.258717142857144,45.31045999999999
Michigan,23,Donald Trump,43.26766285714285,43.21167571428571
Massachusetts,23,Donald Trump,32.492782857142856,32.416515714285715
Maryland,23,Donald Trump,35.13885714285714,34.303468571428574
Maine,23,Donald Trump,42.609274285714285,41.04732285714285
Kentucky,23,Donald Trump,55.27981,55.32692142857143
Kansas,23,Donald Trump,52.88182571428571,52.06781285714286
Iowa,23,Donald Trump,49.03639285714286,47.89039285714286
Indiana,23,Donald Trump,50.32032857142857,50.16305285714286
Georgia,23,Donald Trump,46.64527571428572,46.60077571428571
Florida,23,Donald Trump,45.24088142857143,45.21554142857143
Delaware,23,Donald Trump,40.19578,38.46518285714285
Connecticut,23,Donald Trump,34.858998571428565,34.434425714285716
Colorado,23,Donald Trump,39.080308571428574,38.57447142857143
California,23,Donald Trump,33.11016142857142,32.384397142857146
Arizona,23,Donald Trump,43.91124285714286,43.776535714285714
Alabama,23,Donald Trump,59.18642,57.93987857142857
Wisconsin,24,Joseph R. Biden Jr.,48.16291142857143,48.627250000000004
West Virginia,24,Joseph R. Biden Jr.,30.998281428571428,31.54033714285714
Washington,24,Joseph R. Biden Jr.,57.36143285714286,58.076465714285725
Virginia,24,Joseph R. Biden Jr.,49.50500142857144,50.22129285714285
Utah,24,Joseph R. Biden Jr.,37.89357285714285,38.48819714285714
Texas,24,Joseph R. Biden Jr.,45.88027857142857,46.34251714285714
Tennessee,24,Joseph R. Biden Jr.,40.01971571428572,40.44157714285715
South Carolina,24,Joseph R. Biden Jr.,42.05516428571429,42.28532142857143
Pennsylvania,24,Joseph R. Biden Jr.,47.97533714285714,48.48721857142857
Oklahoma,24,Joseph R. Biden Jr.,34.85443142857143,34.961259999999996
Ohio,24,Joseph R. Biden Jr.,47.5944,48.060900000000004
North Dakota,24,Joseph R. Biden Jr.,37.96355428571428,38.52843142857142
North Carolina,24,Joseph R. Biden Jr.,46.831999999999994,47.192148571428575
New York,24,Joseph R. Biden Jr.,58.09065857142857,58.65794571428571
New Mexico,24,Joseph R. Biden Jr.,53.49798857142857,54.09039571428571
New Jersey,24,Joseph R. Biden Jr.,55.08237857142858,55.60139857142858
New Hampshire,24,Joseph R. Biden Jr.,49.07804571428572,49.68568428571428
Nevada,24,Joseph R. Biden Jr.,47.00519285714286,47.27157428571428
National,24,Joseph R. Biden Jr.,49.73239,49.913225714285716
NE-2,24,Joseph R. Biden Jr.,49.46785142857143,50.403981428571434
Montana,24,Joseph R. Biden Jr.,36.87853428571429,37.335414285714286
Missouri,24,Joseph R. Biden Jr.,43.083534285714286,43.39584142857143
Mississippi,24,Joseph R. Biden Jr.,40.127962857142855,40.34533857142857
Minnesota,24,Joseph R. Biden Jr.,49.70045571428572,50.46409428571429
Michigan,24,Joseph R. Biden Jr.,50.1576,50.48798428571428
Massachusetts,24,Joseph R. Biden Jr.,62.668771428571425,63.092561428571436
Maryland,24,Joseph R. Biden Jr.,59.57104142857143,59.99291285714286
Maine,24,Joseph R. Biden Jr.,52.08622285714286,52.953010000000006
Kentucky,24,Joseph R. Biden Jr.,38.45090857142857,39.05271428571428
Kansas,24,Joseph R. Biden Jr.,40.97940428571429,41.34341857142857
Iowa,24,Joseph R. Biden Jr.,45.15471714285714,45.678197142857144
Indiana,24,Joseph R. Biden Jr.,39.043817142857144,39.59363142857143
Georgia,24,Joseph R. Biden Jr.,45.96408428571429,46.447231428571435
Florida,24,Joseph R. Biden Jr.,48.12863571428572,48.65455142857143
Delaware,24,Joseph R. Biden Jr.,55.90115142857143,56.07777428571428
Connecticut,24,Joseph R. Biden Jr.,54.40383428571429,55.126264285714285
Colorado,24,Joseph R. Biden Jr.,52.93188285714286,53.761149999999994
California,24,Joseph R. Biden Jr.,60.26136571428571,60.67754285714285
Arkansas,24,Joseph R. Biden Jr.,44.996452000000005,44.930876
Arizona,24,Joseph R. Biden Jr.,46.58913999999999,47.05618571428572
Alabama,24,Joseph R. Biden Jr.,38.420188571428575,38.66868999999999
Wisconsin,24,Donald Trump,43.10976571428572,42.64824571428572
West Virginia,24,Donald Trump,66.00409285714287,64.16015
Washington,24,Donald Trump,35.31316428571429,34.48547857142857
Virginia,24,Donald Trump,41.88156571428572,40.64592142857142
Utah,24,Donald Trump,47.25391428571429,46.196688571428574
Texas,24,Donald Trump,48.29404,47.74249714285714
Tennessee,24,Donald Trump,53.502811428571434,52.68993571428572
South Carolina,24,Donald Trump,51.954638571428575,50.822851428571425
Pennsylvania,24,Donald Trump,45.164657142857145,44.58784142857144
Oklahoma,24,Donald Trump,58.097519999999996,57.128598571428576
Ohio,24,Donald Trump,47.07152285714285,46.33909285714285
North Dakota,24,Donald Trump,56.02511714285714,53.88836428571428
North Carolina,24,Donald Trump,45.44205571428571,45.080125714285714
New York,24,Donald Trump,33.513242857142856,32.79472285714285
New Mexico,24,Donald Trump,43.35544714285714,42.00392571428571
New Jersey,24,Donald Trump,36.31952428571429,35.396190000000004
New Hampshire,24,Donald Trump,45.05162571428571,42.99912857142857
Nevada,24,Donald Trump,42.57308285714286,41.14833857142857
National,24,Donald Trump,42.329480000000004,42.223841428571426
NE-2,24,Donald Trump,43.48908285714286,42.90746571428571
Montana,24,Donald Trump,50.54137428571428,49.10833142857143
Missouri,24,Donald Trump,49.99088428571429,48.70446142857143
Mississippi,24,Donald Trump,53.251982857142856,52.33061571428571
Minnesota,24,Donald Trump,45.267385714285716,44.867225714285716
Michigan,24,Donald Trump,42.06758714285714,41.79902285714286
Massachusetts,24,Donald Trump,32.49315142857143,31.980132857142852
Maryland,24,Donald Trump,35.14252571428572,33.94676714285714
Maine,24,Donald Trump,42.58698285714286,40.44907142857143
Kentucky,24,Donald Trump,55.285932857142846,54.98943142857143
Kansas,24,Donald Trump,52.88113428571429,51.706401428571425
Iowa,24,Donald Trump,48.477377142857144,47.18919285714286
Indiana,24,Donald Trump,50.31700571428572,49.74611285714286
Georgia,24,Donald Trump,46.69070285714286,46.33641
Florida,24,Donald Trump,44.795475714285715,44.45019285714285
Delaware,24,Donald Trump,40.19914571428571,37.97475285714285
Connecticut,24,Donald Trump,34.86654,33.97519285714286
Colorado,24,Donald Trump,39.087961428571425,38.011475714285716
California,24,Donald Trump,33.11091428571428,32.05327428571429
Arkansas,24,Donald Trump,47.000876,46.982048000000006
Arizona,24,Donald Trump,43.722187142857145,43.40202714285714
Alabama,24,Donald Trump,59.194191428571436,57.63003
Wisconsin,25,Joseph R. Biden Jr.,48.26176285714286,48.88009857142857
West Virginia,25,Joseph R. Biden Jr.,31.025972857142854,31.689674285714286
Washington,25,Joseph R. Biden Jr.,57.40008428571429,58.36544285714285
Virginia,25,Joseph R. Biden Jr.,49.54570142857142,50.450522857142865
Utah,25,Joseph R. Biden Jr.,37.56252285714286,38.36399285714286
Texas,25,Joseph R. Biden Jr.,45.67888714285714,46.44985857142858
Tennessee,25,Joseph R. Biden Jr.,40.06973571428572,40.62029428571429
South Carolina,25,Joseph R. Biden Jr.,42.10613142857142,42.43409857142857
Pennsylvania,25,Joseph R. Biden Jr.,48.239752857142854,48.877072857142856
Oklahoma,25,Joseph R. Biden Jr.,34.89140571428572,35.132867142857144
Ohio,25,Joseph R. Biden Jr.,47.650498571428564,48.31349285714286
North Dakota,25,Joseph R. Biden Jr.,37.99257,38.645390000000006
North Carolina,25,Joseph R. Biden Jr.,46.61255142857143,47.06751571428571
New York,25,Joseph R. Biden Jr.,58.147220000000004,58.91515857142857
New Mexico,25,Joseph R. Biden Jr.,53.50326857142857,54.060205714285715
